case_id,edge_id,source_id,target_id,relation,attributes
PMC7086412_02,e1,P1,E1,UNDERWENT_EXAM,"evidence_text=A follow-up three-hour 100-gram GTT was performed with fasting, one-hour, two-hour, and three-hour values of 86, 184, 147, and 135 mg/dL, respectively; trigger=performed; certainty=asserted; char_start=659; char_end=671"
PMC7086412_02,e2,P1,E2,UNDERWENT_EXAM,evidence_text=The patient underwent an induction of labor with serial doses of misoprostol followed by Pitocin augmentation and artificial rupture of membranes; trigger=underwent; certainty=asserted; char_start=1604; char_end=1691
PMC7086412_02,e3,P1,D1,DIAGNOSED_WITH,evidence_text=No diagnosis of glucose intolerance was made due to having a single elevated value per the Carpenter Coustan criteria; trigger=diagnosis of; certainty=asserted; char_start=777; char_end=878
PMC7086412_02,e4,P1,D2,DIAGNOSED_WITH,"evidence_text=Again, no diagnosis of glucose intolerance was made due to having a single elevated value; trigger=diagnosis of; certainty=asserted; char_start=1172; char_end=1238"
PMC7086412_02,e5,P1,D3,DIAGNOSED_WITH,evidence_text=The patient consented to our institution's standard panel of laboratory testing for patients diagnosed with intrauterine fetal demise as previously described; trigger=diagnosed with; certainty=asserted; char_start=1348; char_end=1397
PMC7086412_02,e6,E1,R1,HAS_RESULT,"evidence_text=A follow-up three-hour 100-gram GTT was performed with fasting, one-hour, two-hour, and three-hour values of 86, 184, 147, and 135 mg/dL, respectively; trigger=of; certainty=asserted; char_start=718; char_end=721"
PMC7086412_02,e7,P1,F1,HAS_FINDING,"evidence_text=On review of her records, it was noted that she had undergone a hemoglobin A1c measurement and 50-gram glucose tolerance test at her first obstetric appointment (nine weeks gestational age) per our institutional protocol due to her elevated prepregnancy body mass index of 34; trigger=noted; certainty=asserted; char_start=266; char_end=502"
PMC7086412_02,e8,D3,T1,TREATED_WITH,evidence_text=The patient underwent an induction of labor with serial doses of misoprostol followed by Pitocin augmentation and artificial rupture of membranes; trigger=underwent; certainty=asserted; char_start=1604; char_end=1691
PMC7086412_02,e9,P1,M1,TREATED_WITH,"evidence_text=Her hemoglobin A1c was nondiagnostic (5.0%), but her early GTT returned elevated at 160 mg/dL (Table 1); trigger=at 160 mg; certainty=asserted; char_start=585; char_end=587"
PMC7086412_02,e10,P1,M2,TREATED_WITH,"evidence_text=A follow-up three-hour 100-gram GTT was performed with fasting, one-hour, two-hour, and three-hour values of 86, 184, 147, and 135 mg/dL, respectively; trigger=and 135 mg; certainty=asserted; char_start=732; char_end=735"
PMC7086412_02,e11,D1,M2,TREATED_WITH,"evidence_text=Her 36-week 100-gram GTT resulted with fasting, one-hour, two-hour, and three-hour values of 89, 216, 153, and 101 mg/dL, respectively; trigger=and 101 mg; certainty=asserted; char_start=1120; char_end=1123"
PMC7086412_02,e12,P1,M3,TREATED_WITH,evidence_text=This was successful in relieving the shoulder dystocia resulting in the delivery of an infant weighing 3590 g (92nd percentile for gestational age); trigger=weighing 3590 g; certainty=asserted; char_start=3063; char_end=3071
