case_id,edge_id,source_id,target_id,relation,attributes
PMC3437073_01,e1,P1,S1,HAS_SYMPTOM,evidence_text=A 55-year-old male presented with a gradually increasing mass on the left lateral lower chest and upper abdomen over a period of one year; trigger=presented with; certainty=asserted; char_start=34; char_end=93
PMC3437073_01,e2,P1,S2,HAS_SYMPTOM,evidence_text=A 55-year-old male presented with a gradually increasing mass on the left lateral lower chest and upper abdomen over a period of one year; trigger=presented with; certainty=asserted; char_start=98; char_end=137
PMC3437073_01,e3,P1,H1,HAS_HISTORY,evidence_text=He had no other medical problems and no history of contact with a tuberculous patient; trigger=history of; certainty=asserted; char_start=190; char_end=224
PMC3437073_01,e4,P1,E1,UNDERWENT_EXAM,"evidence_text=Under general anesthesia, the subcutaneous abscess was incised and drained, and splenectomy was performed simultaneously; trigger=performed; certainty=asserted; char_start=1231; char_end=1245"
PMC3437073_01,e5,P1,O1,HAS_OUTCOME,evidence_text=The patient's condition improved on anti-tuberculous medications and showed good clinical progress at one-year follow-up; trigger=improved; certainty=asserted; char_start=2021; char_end=2029
PMC3437073_01,e6,P1,F1,HAS_FINDING,"evidence_text=On examination, a lobulated subcutaneous mass measuring about 7 cm in diameter, soft to cystic in consistency, immobile and attached to the skin which was tense and slightly red, tender but not warm, not pulsating, and with no bruit was found on the left lower chest and upper abdomen laterally; trigger=On examination,; certainty=asserted; char_start=242; char_end=304"
PMC3437073_01,e7,P1,F2,HAS_FINDING,evidence_text=Chest X-rays showed a calcified lesion near the hilum of the right lung suggestive of an old pulmonary tuberculosis; trigger=showed; certainty=hedged; char_start=623; char_end=718
PMC3437073_01,e8,P1,F3,HAS_FINDING,evidence_text=Abdominal radiographs showed calcified lesions in the left upper quadrant (Figure 1); trigger=showed; certainty=asserted; char_start=749; char_end=804
PMC3437073_01,e9,P1,F4,HAS_FINDING,evidence_text=CT scan of the abdomen revealed a splenic abscess communicating with another subcutaneous abscess through the lower chest wall (Figure 2); trigger=revealed; certainty=asserted; char_start=922; char_end=1027
PMC3437073_01,e10,P1,F5,HAS_FINDING,"evidence_text=Histopathology of the spleen revealed the characteristic tuberculoid granuloma with epithelioid cells, Langhans' multinucleated giant cells, and caseation necrosis (Figure 3); trigger=revealed; certainty=asserted; char_start=1601; char_end=1664"
PMC3437073_01,e11,P1,F6,HAS_FINDING,evidence_text=The patient's condition improved on anti-tuberculous medications and showed good clinical progress at one-year follow-up; trigger=showed; certainty=asserted; char_start=2073; char_end=2117
PMC3437073_01,e12,P1,M1,TREATED_WITH,"evidence_text=The patient was started on Isoniazid (INH) 300 mg OD, Rifampin 600 mg OD, Ethambutol 600 mg OD and Pyrazinamide 500 mg OD for 5 weeks, then maintained on the former two drugs; trigger=Rifampin 600 mg; certainty=asserted; char_start=1875; char_end=1883"
PMC3437073_01,e13,P1,M2,TREATED_WITH,"evidence_text=The patient was started on Isoniazid (INH) 300 mg OD, Rifampin 600 mg OD, Ethambutol 600 mg OD and Pyrazinamide 500 mg OD for 5 weeks, then maintained on the former two drugs; trigger=Ethambutol 600 mg; certainty=asserted; char_start=1895; char_end=1905"
PMC3437073_01,e14,P1,M3,TREATED_WITH,"evidence_text=The patient was started on Isoniazid (INH) 300 mg OD, Rifampin 600 mg OD, Ethambutol 600 mg OD and Pyrazinamide 500 mg OD for 5 weeks, then maintained on the former two drugs; trigger=Pyrazinamide 500 mg; certainty=asserted; char_start=1920; char_end=1932"
PMC3437073_01,e15,F2,A2,LOCATED_IN,evidence_text=Chest X-rays showed a calcified lesion near the hilum of the right lung suggestive of an old pulmonary tuberculosis; trigger=lung; certainty=asserted; char_start=670; char_end=674
PMC3437073_01,e16,F5,A1,LOCATED_IN,"evidence_text=Histopathology of the spleen revealed the characteristic tuberculoid granuloma with epithelioid cells, Langhans' multinucleated giant cells, and caseation necrosis (Figure 3); trigger=spleen; certainty=asserted; char_start=1585; char_end=1591"
