case_id,edge_id,source_id,target_id,relation,attributes
PMC11722600_02,e1,P1,S1,HAS_SYMPTOM,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=presented with; certainty=asserted; char_start=234; char_end=257"
PMC11722600_02,e2,P1,S2,HAS_SYMPTOM,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=presented with; certainty=asserted; char_start=259; char_end=287"
PMC11722600_02,e3,P1,S3,HAS_SYMPTOM,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=presented with; certainty=asserted; char_start=292; char_end=314"
PMC11722600_02,e4,P1,S4,HAS_SYMPTOM,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=presented with; certainty=asserted; char_start=332; char_end=348"
PMC11722600_02,e5,P1,H1,HAS_HISTORY,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=history of; certainty=asserted; char_start=39; char_end=74"
PMC11722600_02,e6,P1,H2,HAS_HISTORY,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=history of; certainty=asserted; char_start=76; char_end=126"
PMC11722600_02,e7,P1,H3,HAS_HISTORY,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=history of; certainty=asserted; char_start=131; char_end=217"
PMC11722600_02,e8,P1,H4,HAS_HISTORY,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=history of; certainty=asserted; char_start=219; char_end=257"
PMC11722600_02,e9,P1,H5,HAS_HISTORY,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=history of; certainty=asserted; char_start=259; char_end=287"
PMC11722600_02,e10,P1,H6,HAS_HISTORY,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=history of; certainty=asserted; char_start=292; char_end=314"
PMC11722600_02,e11,P1,H7,HAS_HISTORY,"evidence_text=A 44-year-old female with a history of endometriosis on hormonal treatment, previous surgeries including two cesarean sections and a laparoscopic exploration with resection of pelvic endometriotic foci two years prior, presented with abdominal pain for 72 h, initially in the epigastrium and later localized in RIF, associated with oral intolerance; trigger=history of; certainty=asserted; char_start=316; char_end=348"
PMC11722600_02,e12,P1,E1,UNDERWENT_EXAM,evidence_text=No further surgery was performed due to the firmness of the inflammatory process; trigger=performed; certainty=asserted; char_start=1538; char_end=1585
PMC11722600_02,e13,P1,E2,UNDERWENT_EXAM,"evidence_text=The patient improved and was discharged after 7 days of admisison; before this a control CT was performed to ensure complete drainage of the periappendiceal collection, as this case presented an atypical scenario for our team; trigger=performed; certainty=asserted; char_start=1839; char_end=1900"
PMC11722600_02,e14,P1,D1,DIAGNOSED_WITH,"evidence_text=A presumptive diagnosis of acute appendicitis was made, and an abdominal and pelvic CT revealed an enlarged cecal appendix measuring 17 mm in diameter with marked inflammatory process around the cecum and terminal ileum, suggestive of an appendiceal phlegmon; trigger=diagnosis of; certainty=hedged; char_start=798; char_end=825"
PMC11722600_02,e15,P1,D2,DIAGNOSED_WITH,"evidence_text=With a diagnosis of advanced appendicitis, non-operative treatment with intravenous antibiotics was initially indicated; trigger=diagnosis of; certainty=asserted; char_start=1051; char_end=1072"
PMC11722600_02,e16,P1,O1,HAS_OUTCOME,"evidence_text=The patient improved and was discharged after 7 days of admisison; before this a control CT was performed to ensure complete drainage of the periappendiceal collection, as this case presented an atypical scenario for our team; trigger=discharged; certainty=asserted; char_start=1762; char_end=1772"
PMC11722600_02,e17,P1,O1,HAS_OUTCOME,evidence_text=She was discharged on the third postoperative day without complications; trigger=discharged; certainty=asserted; char_start=2592; char_end=2602
PMC11722600_02,e18,P1,F1,HAS_FINDING,"evidence_text=Physical examination showed abdominal pain in RIF, with localized tenderness and positive McBurney's sign; trigger=showed; certainty=asserted; char_start=460; char_end=481"
PMC11722600_02,e19,P1,F2,HAS_FINDING,"evidence_text=A presumptive diagnosis of acute appendicitis was made, and an abdominal and pelvic CT revealed an enlarged cecal appendix measuring 17 mm in diameter with marked inflammatory process around the cecum and terminal ileum, suggestive of an appendiceal phlegmon; trigger=revealed; certainty=hedged; char_start=867; char_end=990"
PMC11722600_02,e20,P1,F3,HAS_FINDING,"evidence_text=The evolution was irregular, with fever, increased abdominal pain, tachycardia, and rising acute phase reactants, leading to exploratory laparoscopy which revealed inflammatory process in RIF adhered to the anterior and lateral parietal peritoneum involving the cecum, terminal ileum, and greater omentum; trigger=revealed; certainty=asserted; char_start=1316; char_end=1419"
PMC11722600_02,e21,P1,F4,HAS_FINDING,evidence_text=Bacteriological study of the collection showed no germ growth; trigger=showed; certainty=asserted; char_start=1717; char_end=1731
PMC11722600_02,e22,P1,F5,HAS_FINDING,"evidence_text=At 6 months, a follow-up CT (Image 5A, Image 5B) showed an enlarged cecal appendix with a coprolite inside, without acute inflammatory process or collections; trigger=showed; certainty=asserted; char_start=2016; char_end=2066"
PMC11722600_02,e23,P1,F6,HAS_FINDING,"evidence_text=Laparoscopic appendectomy was performed, revealing a cecal appendix with a significant inflammatory component; trigger=revealing; certainty=asserted; char_start=2401; char_end=2459"
PMC11722600_02,e24,P1,F7,HAS_FINDING,"evidence_text=Histopathological examination showed a cecal appendix with a coprolite inside its lumen and chronic inflammatory process, with endometrial glands lined by cylindrical cells without atypia in the muscular and serosal layers, lined by normal columnar epithelial cells, a classic histological feature of endometriosis; these were surrounded by fusocellular stromal cells with a spindle shape that resembles the endometrial stroma found in the uterine lining with foci of recent bleeding, that indicates hemorrhage associated with endometrial activity in ectopic location; no malignant lesions were found (Image 6A, Image 6B, Image 7); trigger=showed; certainty=asserted; char_start=2694; char_end=2777"
PMC11722600_02,e25,P1,M1,TREATED_WITH,"evidence_text=Laboratory tests indicated leukocytosis with 17,200/mm3 white blood cells (NR 3800-10,000/mm3), CRP at 85 mg/L (NR <5 mg/dL); trigger=at 85 mg; certainty=asserted; char_start=745; char_end=747"
PMC11722600_02,e26,F2,A1,LOCATED_IN,"evidence_text=A presumptive diagnosis of acute appendicitis was made, and an abdominal and pelvic CT revealed an enlarged cecal appendix measuring 17 mm in diameter with marked inflammatory process around the cecum and terminal ileum, suggestive of an appendiceal phlegmon; trigger=appendix; certainty=asserted; char_start=885; char_end=893"
PMC11722600_02,e27,F5,A1,LOCATED_IN,"evidence_text=At 6 months, a follow-up CT (Image 5A, Image 5B) showed an enlarged cecal appendix with a coprolite inside, without acute inflammatory process or collections; trigger=appendix; certainty=asserted; char_start=2034; char_end=2042"
PMC11722600_02,e28,F6,A1,LOCATED_IN,"evidence_text=Laparoscopic appendectomy was performed, revealing a cecal appendix with a significant inflammatory component; trigger=appendix; certainty=asserted; char_start=2409; char_end=2417"
PMC11722600_02,e29,F7,A1,LOCATED_IN,"evidence_text=Histopathological examination showed a cecal appendix with a coprolite inside its lumen and chronic inflammatory process, with endometrial glands lined by cylindrical cells without atypia in the muscular and serosal layers, lined by normal columnar epithelial cells, a classic histological feature of endometriosis; these were surrounded by fusocellular stromal cells with a spindle shape that resembles the endometrial stroma found in the uterine lining with foci of recent bleeding, that indicates hemorrhage associated with endometrial activity in ectopic location; no malignant lesions were found (Image 6A, Image 6B, Image 7); trigger=appendix; certainty=asserted; char_start=2702; char_end=2710"
PMC11722600_02,e30,D2,D1,REVISES,"evidence_text=With a diagnosis of advanced appendicitis, non-operative treatment with intravenous antibiotics was initially indicated; trigger=diagnosis of; certainty=asserted; char_start=1051; char_end=1072"
