case_id,edge_id,source_id,target_id,relation,attributes
PMC7718649_01,e1,P1,S1,HAS_SYMPTOM,"evidence_text=On admission, the patient presented with mild coughing; trigger=presented with; certainty=asserted; char_start=2417; char_end=2430"
PMC7718649_01,e2,P1,O1,HAS_OUTCOME,"evidence_text=On the 8th day of hospitalization, some laboratory examinations were retested, and most of which were improved (Table 1); trigger=improved; certainty=asserted; char_start=4168; char_end=4176"
PMC7718649_01,e3,P1,O1,HAS_OUTCOME,evidence_text=Dosage of prednisone was reduced to 15 mg once daily as pneumonia improved; trigger=improved; certainty=asserted; char_start=4254; char_end=4262
PMC7718649_01,e4,P1,O1,HAS_OUTCOME,evidence_text=The dosage of prednisone was then reduced to 10 mg once daily as pneumonia improved; trigger=improved; certainty=asserted; char_start=4902; char_end=4910
PMC7718649_01,e5,P1,O2,HAS_OUTCOME,evidence_text=Laboratory findings (Table 1) and thoracic CT (Figure 2c) indicated improvement relative to last time; trigger=improvement; certainty=asserted; char_start=5287; char_end=5298
PMC7718649_01,e6,P1,O3,HAS_OUTCOME,"evidence_text=Since the patient met the criteria of discharge (temperature came back to normal for over 3 days, respiratory symptoms significantly improved, thoracic radiology showed obvious improvement in acute exudative lesions and negative results of rRT-PCR of SARS-CoV-2 for two nasal pharyngeal swabs over 24 h), she was discharged on March 4, 2020; trigger=discharged; certainty=asserted; char_start=5887; char_end=5897"
PMC7718649_01,e7,P1,F1,HAS_FINDING,"evidence_text=At the same time, her thoracic CT showed bilateral patchy ground-glass opacities (according to the medical records, images not available); trigger=showed; certainty=asserted; char_start=1403; char_end=1476"
PMC7718649_01,e8,P1,F2,HAS_FINDING,"evidence_text=On February 8, the patient' symptoms were relieved partially, but the second thoracic CT showed pulmonary lesions extension (according to the medical records, images not available); trigger=showed; certainty=asserted; char_start=1974; char_end=2035"
PMC7718649_01,e9,P1,F3,HAS_FINDING,"evidence_text=Physical examination revealed that the conscious of the patient was clear, temperature was 37.1 C, blood pressure was 136/74 mmHg, pulse rate was 77 beats per minute, respiratory rate was 18 breaths per minute and peripheral oxygen saturation under oxygen inhalation (3 L/min) through nasal catheter was 98%; trigger=revealed; certainty=asserted; char_start=2462; char_end=2505"
PMC7718649_01,e10,P1,F4,HAS_FINDING,"evidence_text=Thoracic CT (February 14, 2020) showed bilateral ground-glass, patchy and cord-like shadows (Figure 2a), which was better than the second CT (February 8, 2020) before admission (according to the medical records); trigger=showed; certainty=asserted; char_start=3892; char_end=3914"
PMC7718649_01,e11,P1,F5,HAS_FINDING,"evidence_text=On day 15 of hospitalization, laboratory tests revealed that most of the values were better than previous tests (Table 1); trigger=revealed; certainty=asserted; char_start=4320; char_end=4385"
PMC7718649_01,e12,P1,F6,HAS_FINDING,"evidence_text=The thoracic CT (February 23, 2020) showed a modest upturn in the lesions (Figure 2b); trigger=showed; certainty=asserted; char_start=4783; char_end=4825"
PMC7718649_01,e13,P1,F7,HAS_FINDING,"evidence_text=Since the patient met the criteria of discharge (temperature came back to normal for over 3 days, respiratory symptoms significantly improved, thoracic radiology showed obvious improvement in acute exudative lesions and negative results of rRT-PCR of SARS-CoV-2 for two nasal pharyngeal swabs over 24 h), she was discharged on March 4, 2020; trigger=showed; certainty=asserted; char_start=5743; char_end=5877"
PMC7718649_01,e14,P1,M1,TREATED_WITH,"evidence_text=On January 25, she visited the clinic for the first time and was given oral medicines (oseltamivir 75 mg twice daily, arbidol 0.3 g twice daily, moxifloxacin 0.4 g once daily and Lianhuaqingwen capsules 1.4 g three times daily); trigger=oseltamivir 75 mg twice daily; certainty=asserted; char_start=826; char_end=837"
PMC7718649_01,e15,P1,M2,TREATED_WITH,"evidence_text=On January 25, she visited the clinic for the first time and was given oral medicines (oseltamivir 75 mg twice daily, arbidol 0.3 g twice daily, moxifloxacin 0.4 g once daily and Lianhuaqingwen capsules 1.4 g three times daily); trigger=arbidol 0.3 g twice daily; certainty=asserted; char_start=857; char_end=864"
PMC7718649_01,e16,P1,M3,TREATED_WITH,"evidence_text=On January 25, she visited the clinic for the first time and was given oral medicines (oseltamivir 75 mg twice daily, arbidol 0.3 g twice daily, moxifloxacin 0.4 g once daily and Lianhuaqingwen capsules 1.4 g three times daily); trigger=moxifloxacin 0.4 g once daily; certainty=asserted; char_start=884; char_end=896"
PMC7718649_01,e17,P1,M4,TREATED_WITH,"evidence_text=On January 25, she visited the clinic for the first time and was given oral medicines (oseltamivir 75 mg twice daily, arbidol 0.3 g twice daily, moxifloxacin 0.4 g once daily and Lianhuaqingwen capsules 1.4 g three times daily); trigger=capsules 1.4 g three times daily; certainty=asserted; char_start=933; char_end=941"
PMC7718649_01,e18,P1,M5,TREATED_WITH,evidence_text=Dosage of prednisone was reduced to 15 mg once daily as pneumonia improved; trigger=to 15 mg once daily; certainty=asserted; char_start=4221; char_end=4223
PMC7718649_01,e19,P1,M5,TREATED_WITH,evidence_text=The dosage of prednisone was then reduced to 10 mg once daily as pneumonia improved; trigger=to 10 mg once daily; certainty=asserted; char_start=4869; char_end=4871
